subj_id,Parent,Agreement,Intelligence Mindset_1,Intelligence Mindset_2,Intelligence Mindset_3,Intelligence Mindset_4,Perception_Child_1,Perception_Child_2,Perception_Child_3,Perception_Child_4,Failure_Deb_1,Failure_Deb_2,Failure_Deb_3,Failure_Deb_4,Failure_Deb_5,Failure_Enh_1,Failure_Enh_2,Failure_Enh_3,Failure_Enh_4,Failure_Enh_5,Say the children,think,feel,perf_ori,lear_ori,other,Failure Mindset_1,Failure Mindset_2,Failure Mindset_3,Q24_1,Q24_2,Q24_3,EDUC,Gender,Origin,Age,#Children,Child Age_1,Child Age_2,Child Age_3,Child Age_4,Child Age_5,mTurkCode,Duration (in seconds)
60,Yes,I commit to carefully reading the material presented in this study.,3,3,4,4,5,5,3,5,4,5,4,3,5,,,,,,I would ask her how she is feeling about it and what she thinks went wrong. I would tell her we need to really start focusing on our Math class and make it a priority to constantly improve,I would be somewhat worried about her learning progress. I know she would be upset about the grade already so I wouldn't be too hard on her. From this moment I will start paying careful attention to this subject with her and stay up to date with lessons being taught. ,I would be worried that my child is not understanding math. I would also think that there is lack of connection between the student and the teacher since she failed badly. ,1,2,1,3,4,4,4,4,3,a high school degree,Male,White,36,1,12,,,,,4983351,436
61,Yes,I commit to carefully reading the material presented in this study.,1,1,6,6,4,4,4,5,,,,,,6,6,6,6,6,"I would tell her right away that it's okay and everything is going to be fine. I know she would be worried I'd be angry, so I'd need to reassure her. I would then explain to her that it's okay because I know she tried. She studied and gave an effort.",That we need to go over the material again and that my baby needs a hug.,I would feel sad and concerned.,2,1,0,5,5,5,3,5,3,a high school degree,Female,White,32,2,3,7,0,0,0,4640724,282
62,Yes,I commit to carefully reading the material presented in this study.,5,6,4,5,6,5,4,6,,,,,,5,6,4,5,4,only confidents words,good,comfortable and ciritical,0,0,3,5,6,4,6,5,6,college degree,Male,Hispanic,30,5 or more,14,12,8,5,3,6228525,354
63,Yes,I commit to carefully reading the material presented in this study.,5,3,5,4,5,3,5,4,4,3,4,3,5,,,,,,It is ok I will help you learn your math.,My child is not learning much from school so I will teach her myself,Let down by the school,0,1,1,4,3,5,3,6,2,a high school degree,Male,African American,24,1,3,0,0,0,0,6011012,180
64,Yes,I commit to carefully reading the material presented in this study.,2,2,2,5,3,5,4,6,4,5,4,3,3,,,,,,"I'd likely talk it over with my child, and try to suss out exactly where the problem was. Perhaps I'd try some sample math problems to see if I couldn't find out where she was going wrong, and then work from there.",I'd think that it's likely that my child didn't know so well some core concept that she thought she knew.,"I would feel sad for her, but would work hard to make sure she attained the knowledge she sought.",1,2,0,4,5,4,2,1,3,college degree,Male,White,36,1,10,,,,,8975871,255
65,Yes,I commit to carefully reading the material presented in this study.,5,5,2,2,4,5,5,6,,,,,,5,5,5,4,5,"My first reaction would be to tell them that one failing grade isn't the end of the world. Although it is disappointing and upsetting, I'd encourage them to study more next time and not just assume they know the material so well.","I would think that they were a bit too overconfident. It's great that they enjoy the subject, but they can't take that for granted and not study hard.","I'd feel a bit disappointed, but realize that I was not the best math student myself. I could relate to their feelings in that moment.",1,1,0,4,4,3,3,3,3,college degree,Male,White,32,1,8,,,,,3228389,356
67,Yes,I commit to carefully reading the material presented in this study.,2,4,3,4,5,4,4,4,3,3,3,3,3,,,,,,I would first ask to see what mistakes were made to determine where the learning was breaking down.  i would go through the test with my child. ,My gut reaction is my child doesn't have a clear sense of his own understanding.  I need to help her better assess her own learning,I would feel it was an opportunity to address a failure,1,2,0,4,4,4,3,3,3,post-graduate degree,Female,White,35,2,1,6,,,,2626105,1141
68,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,5,5,5,5,5,5,4,4,3,,,,,,It is ok.  You will do better next time.  Let's look at what you got wrong.  I will help you prepare for the next test.,I would think that my child needs to talk to the teacher and get more help.  ,I would feel sad and stressed.  I would want to help them feel better.,1,2,0,4,4,4,3,3,3,college degree,Female,White,39,3,14,15,16,,,6677212,221
69,Yes,I commit to carefully reading the material presented in this study.,4,5,2,3,4,4,5,5,4,5,5,4,3,,,,,,I know you did your best on this. It will get easier as you go along in the class.,Should I get them extra help?,Wondering what more I could do,0,3,0,3,3,2,4,5,4,college degree,Female,Hispanic,34,2,5,9,,,,5795908,170
70,Yes,I commit to carefully reading the material presented in this study.,4,5,2,2,2,3,5,5,,,,,,5,5,5,6,5,I would say that we all have difficulty at some time. Then say that you probably know the material pretty well but you did not prepare the correct way for the test. Tell him that he should talk to your teacher to find out what kind of questions she asks on test and how to better prepare.,He might not be as good at math as he thinks but he has to learn how to prepare for tests better to compensate.,Sympathetic to my child and hoping he can overcome the difficulties by trying harder or doing something differently.,1,3,0,3,4,4,4,4,4,post-graduate degree,Male,White,52,1,13,0,0,0,0,3521079,655
71,Yes,I commit to carefully reading the material presented in this study.,5,2,4,2,5,3,4,4,5,3,5,4,3,,,,,,"I would talk to him about the choices he made and that every choice has consequences, also that we are all humans and bound to fail. As long as his intentions were right, he can always pick himself up and make it right the next time around. Life is about learning from your failures, not getting it right all the time.","I would think that he commited a mistake somewhere down the line and that he needs to identify it and correct it, be it studying more or looking for some outside help",I would feel that my kid is in a important moment of his character built and that how i handle this situation is very important to his future.,0,3,0,5,3,5,3,5,4,college degree,Female,White,38,2,5,8,,,,3210,216
72,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,5,5,5,5,,,,,,6,6,6,6,6,"Well, let's see.  This must have been a very difficult test.  Don't worry too much.  Maybe a lot of students thought it difficult too.  Let me see the test.  You said there were some questions that were confusing.  I may be able to help you.  Sometimes it takes a little long to figure things out but once you do, it's not that bad after that.",I feel bad that she got an F as she thought she had been doing well.  I probably should take time and help her understand it thoroughly.,I hope that my child will not start disliking math.  I will talk to her teacher about how my child is doing at math and what s/he thinks the problems are.,0,3,0,6,6,6,1,1,1,college degree,Female,Asian American,55,2,17,20,,,,4927363,688
73,Yes,I commit to carefully reading the material presented in this study.,3,3,4,3,4,5,5,5,,,,,,6,5,5,6,6,"I would say ""Wow."" I would want to see the test right away to see if I could see any extenuating circumstances -- skipped questions, careless mistakes. I'd ask them what happened.","I'd think immediately, as somewhat indicated above, that something external, so to speak, must have been at work -- that they made some silly mistakes like forgetting to carry a 1 or turning in a page with the back side of problems completely unnoticed. I'd think there must be something going on for a grade like this to come from their indication that they feel pretty good about the material. ","I'd be a bit concerned of course, not only for the fate of the math grade in this marking period or whatever, but also for how there could be such a big difference in my child's *thinking* they understood something and actually NOT understanding it, if that's the case I'd probably feel like I needed to help with or at least look over their math work more. ",1,2,1,3,4,4,4,2,3,college degree,Male,White,41,1,8,,,,,7604265,634
74,Yes,I commit to carefully reading the material presented in this study.,1,1,6,6,3,3,3,5,,,,,,5,5,5,5,5,"This is not good honey. We have to do better. Not for the grade, but for you. You're smarter than this, so we have to make sure you are living up to your potential. Don't worry though, you can rely on me. I'll get you where you need to be, I promise. ",I would think that we have some training to do. It's not a big deal. I'm totally confident we can turn it around. ,I would feel motivated and ready to help my child learn and excel.,0,3,0,5,5,5,1,1,1,college degree,Male,White,35,1,9,0,0,0,0,3181166,201
75,Yes,I commit to carefully reading the material presented in this study.,4,4,2,2,6,6,4,5,4,4,2,2,1,,,,,,"It's okay, lets learn where you went wrong and get an A next time.",I'd think she needs to fill in the gaps in her knowledge.,"Like I had failed a bit, she clearly should've been better prepared.  But determined to help her next time.",1,3,0,6,6,6,1,1,1,college degree,Male,White,34,1,3,,,,,8672220,190
76,Yes,I commit to carefully reading the material presented in this study.,3,3,4,4,6,6,6,6,,,,,,6,6,6,6,6,We need to go over this and figure out how to do these math problems correctly. ,I would think what I said above. ,I would feel concerned,1,1,0,4,4,4,2,2,2,a high school degree,Male,White,40,2,5,8,,,,2508412,335
77,Yes,I commit to carefully reading the material presented in this study.,1,1,6,6,5,4,5,4,,,,,,5,5,5,5,5,I would encourage him to re-read and study the material covered in the test and see what errors he made.  ,"I would be disappointed, but not in the score, but the way my son probably felt after the exam.","I would remain proud of my son, no matter what.",1,1,1,5,5,5,1,1,1,college degree,Male,White,34,3,3,5,7,0,0,6166350,233
78,Yes,I commit to carefully reading the material presented in this study.,5,3,6,5,4,5,5,6,,,,,,5,5,6,6,5,I would say it seems that you didn't do really well but we'll have to study harder next time. I will probably need to meet with the teacher to discuss the math curriculum.,I would think that my child did not study the correct content. My child may not have understood the content like they believed. ,I would feel disappointed and upset.,1,2,0,5,5,5,5,6,4,college degree,Female,African American,34,1,8,0,0,0,0,2942221,427
80,Yes,I commit to carefully reading the material presented in this study.,4,5,3,3,1,1,1,1,2,2,3,3,2,,,,,,I would be a little disappointed in myself and in my son. I would be disappointed in myself because I feel as though me or his father could've helped him with math so he would've done well and passed. I would try to teach him as much as possible if I saw that he had failed the math test. ,I would think that I failed as a parent. ,I would feel disappointed mostly in myself for not helping him as much as I could've. ,2,0,0,4,4,4,4,2,5,college degree,Female,White,28,1,2,0,0,0,0,7828118,1760
81,Yes,I commit to carefully reading the material presented in this study.,3,5,5,2,4,2,3,3,3,4,4,2,5,,,,,,I would tell them that they need to try harder.,I would think that I need to spend more of my time watching them do homework.,I would feel like I need to try harder to help.,0,2,0,3,4,4,3,2,2,college degree,Male,White,31,1,4,,,,,8090284,587
82,Yes,I commit to carefully reading the material presented in this study.,4,5,2,2,5,5,3,4,5,5,4,4,4,,,,,,I'd tell him to ask the teacher if there is any extra credit work he could do.  I'd also maybe schedule a conference with the teacher to find out how they'd recommend I help my son.,I'd think the test must have been extremely hard.,I'd be upset that my son studied and felt he knew it and then failed.,1,1,1,4,4,3,5,5,4,a high school degree,Female,White,34,2,11,13,,,,8299934,315
84,Yes,I commit to carefully reading the material presented in this study.,3,3,4,4,5,5,6,6,,,,,,5,5,5,5,5,I have set up tutoring sessions with a math tutor. I know you studied hard for the last test and you are incredibly intelligent. I'm concerned that the teacher may not be teaching the material in a way that best fits how you learn. I think tutoring will help with learning the material.,I would think my child needs additional resources such as tutoring. I would be concerned about the quality of the instruction in the classroom.,I would obviously be disappointed by I wouldn't let it show. I would also be determined to help my child succeed in the class.,1,1,1,5,5,5,2,2,2,a high school degree,Female,White,39,1,19,,,,,4267340,540
85,Yes,I commit to carefully reading the material presented in this study.,4,4,4,3,4,4,3,3,,,,,,4,4,3,3,4,i would try to consult with the teacher about the situation ,i would think we could improve upon the situation ,i would feel responsible to take actions ,0,2,1,4,4,4,3,3,4,college degree,Male,Asian American,25,1,17,,,,,4838092,116
86,Yes,I commit to carefully reading the material presented in this study.,4,5,4,5,3,5,6,5,4,5,4,4,5,,,,,,It's okay you can do better next time. I know you can do it.,maybe there's a mistake in checking of their exams.,"Feel sorry for my child. But I will not show any negativity instead I will encourage him more,",0,2,1,3,4,4,4,5,3,college degree,Male,White,30,1,6,0,0,0,0,6385959,785
87,Yes,I commit to carefully reading the material presented in this study.,4,4,6,4,4,4,6,4,,,,,,4,4,5,3,4,I would ask them what made them get that grade and if they had studied,I would think they didn't understand what the material was,It would make me feel horrible,2,1,1,4,4,4,6,3,4,college degree,Male,White,25,1,6,,,,,4075840,82
88,Yes,I commit to carefully reading the material presented in this study.,3,3,4,4,6,5,5,6,,,,,,4,4,5,4,5,I would ask her if she missed answering any questions and if she honestly thought she understood it. I would also ask her what grade she has gotten on her classroom assignments in that class.,I would wonder if she somehow was confused with the instructions. I would be concerned that maybe she wasn't being honest about how much she thought she knew or how much time she spent on math homework.,If she doesn't normally get low grades I would think that this may be some kind of fluke or mistake.,0,3,0,3,4,4,3,2,3,a high school degree,Female,White,39,1,9,,,,,7766618,616
89,Yes,I commit to carefully reading the material presented in this study.,3,3,3,3,4,4,4,5,5,5,5,4,5,,,,,,"I would tell my child that it will be a good learning experience. We might need to look closer at the parts that were confusing, or talk about what the teacher is expecting vs. what my child was expecting. If my child still couldn't determine what went wrong I would probably want to go talk to the teacher. ","I would think that the teacher wasn't being clear enough about the test. I would probably believe in my child firstly, but try to examine both sides to see where the miscommunication lie.",I would feel like I did something wrong and that I could have given the subject more attention. I would feel like I let my child down on their test because I should have caught their mistakes and corrected them first.,1,2,0,3,4,4,3,2,4,a high school degree,Female,White,30,2,0,2,,,,7382806,1158
90,Yes,I commit to carefully reading the material presented in this study.,3,4,4,4,4,4,4,4,,,,,,2,2,3,3,3,I would say it's very bad and please do better next time,It's a way to teach, not very good,2,1,0,4,4,4,4,4,4,post-graduate degree,Male,White,35,1,2,,,,,7853082,105
91,Yes,I commit to carefully reading the material presented in this study.,5,5,2,2,4,5,5,5,3,2,3,2,4,,,,,,"I would ask my child if they felt that they perhaps they didn't study quite enough and do they think that by studying harder, do they think they can do better? Or are they confused and do not understand the material and feel they need additional help or tutoring? I would tell them to be open and honest with me what they think the issue was and why they made that grade. I would not want to make them feel as if they weren't smart, but also would want to address the issue. ","I would think that maybe they needed to study a bit more. But, I also would want to make sure they actually understood the material. ","I would feel a bit concerned, but understanding. I would offer them encouragement and support.",0,3,0,4,5,3,3,2,3,a high school degree,Female,White,39,2,21,14,,,,9323156,348
92,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,4,5,5,5,6,6,6,6,6,,,,,,"As long as you tried your best, it's fine. We'll study together for next time. ",Everybody fails at something at one point or another. It's not the end of the world. ,I should have paid more attention to their math homework and how they were doing with it. ,1,1,1,3,4,5,3,4,4,a high school degree,Female,White,32,4,25,21,18,15,,707654,315
93,Yes,I commit to carefully reading the material presented in this study.,5,5,5,5,6,6,6,6,5,5,5,5,5,,,,,,take them to psychologist.,take them to psychologist.,take them to psychologist.,0,0,1,3,3,3,3,3,3,college degree,Female,Hispanic,29,1,5,0,0,0,0,2841304,86
94,Yes,I commit to carefully reading the material presented in this study.,1,1,6,6,4,4,4,4,,,,,,6,6,6,6,6,It is okay.  You just have to study harder next time.  Sometimes we don't always do well but we never let that bring us down.,i would think that my child needs a little more help in the subject than we thought.,I would feel sad that there is nothing I can do about it.  I feel like I need to encourage them to do better next time.,1,2,0,6,6,6,6,6,1,a high school degree,Female,White,32,4,15,13,6,6,,7608869,1460
95,Yes,I commit to carefully reading the material presented in this study.,5,5,2,2,6,6,5,4,,,,,,5,5,6,6,5,"It's ok, everyone gets a bad grade or two sometimes. You did your best and that's what's important. Now, why don't we sit down and go over the test together, and maybe we can see what you need extra help with.","I would think that she probably did think she had a good handle on the material, but that when the time came to take the test, she got confused by the way the questions were worded, which is something I can relate to.","I would feel bad for her that she studied and still got a bad grade, but I would also feel it's important that she not wallow in that bad feeling for too long. I try to teach my kid that failures are just opportunities to learn, grow, and do better next time.",0,3,0,6,6,6,1,2,2,college degree,Female,White,30,1,8,,,,,2877219,458
96,Yes,I commit to carefully reading the material presented in this study.,1,2,3,3,3,3,4,4,3,3,3,3,3,,,,,,"Well, sometimes even when you try your hardest you fall short of your own expectations. You can definitely do better, but don't let this discourage you. Let it motivate you to improve.","I would think nothing more than ""she did bad on a test, no big deal.""",I would feel as if this was a teachable moment.,0,2,1,4,5,5,6,6,5,college degree,Male,Other,27,2,3,1,,,,2983849,210
97,Yes,I commit to carefully reading the material presented in this study.,3,2,5,4,4,4,5,6,4,3,3,2,4,,,,,,That it was ok. That they would just need to review what they missed and study up on that.,That maybe they just donâ€™t test well.,Like I was failing to provide what they need to adequately learn.,2,1,0,3,6,5,2,2,2,a high school degree,Female,White,35,2,12,15,,,,1118465,335
98,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,4,4,5,6,4,4,2,2,3,,,,,,"I would ask to see the test and find out where she made the mistakes, if any, so I that I can go over it with either her or her teacher, depending on the errors. ","I would think that perhaps the teacher didn't cover the material correctly, or that my daughter didn't study the right chapters for this exam. ","I would feel that the teacher has let me down, and that the teacher and I need to work harder to help my daughter understand the material correctly. ",0,2,1,3,4,3,4,2,1,college degree,Male,White,43,2,13,10,,,,9227728,350
99,Yes,I commit to carefully reading the material presented in this study.,5,5,2,2,6,5,5,6,,,,,,2,3,3,5,4,My child would be very frustrated and angry because math is his strong subject. I would have to calm him down and explain to him that he would need to work harder next time. We could also go talk to the teacher about it.,I would think that the teacher was doing something wrong. She needs to help these students more and maybe explain things a little more.,I would be upset for my child. I know he can do better and I would want to be able to help him.,1,2,1,2,2,2,6,5,4,a high school degree,Female,White,43,4,20,18,16,13,,919589,1134
100,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,5,3,3,4,2,2,2,2,4,,,,,,What happened?  Do you know what your mistakes were?  ,I would be a bit disappointed but would have confidence in my child to do better next time. ,Disappointed but confident in the next upcoming test. ,1,1,1,5,5,5,1,1,1,college degree,Male,Asian American,35,2,8,10,0,0,0,7290359,537
101,Yes,I commit to carefully reading the material presented in this study.,4,4,3,2,5,4,4,6,3,4,4,4,2,,,,,,"How did you feel about the test when you were taking it?  Was it confusing or overwhelming, or did you feel confident or thing it was easy?  Did you get nervous while taking the test?  I would look over the test with them and try to find out what went wrong.","I would wonder if my child just wasn't grasping the material correctly, or if the test was just too hard, or if material covered on the test wasn't taught well in the classroom.","I would feel a little guilty that I hadn't made sure they were properly prepared, or that I hadn't checked with them to make sure that they really understood the material.",1,2,0,3,5,4,3,2,2,college degree,Female,White,29,2,6,2,0,0,0,8175458,397
102,Yes,I commit to carefully reading the material presented in this study.,4,6,1,2,4,4,5,6,1,5,1,1,6,,,,,,You have to study harder from now on.,I would think my child did not study enough.,I would feel I need to remind my child to study more.,0,2,0,4,5,4,6,6,2,college degree,Male,White,43,2,8,13,,,,8615995,290
103,Yes,I commit to carefully reading the material presented in this study.,4,4,5,5,5,4,4,4,,,,,,5,5,5,5,5,I would be disappointed in the child for receiving the low grade at first but wouldn't verbalize to him/her that I was disappointed.  I would help him/her review what part of the math they weren't understanding and help them to study next time.  Possibly come up with a different way of studying that may be more conducive to learning the material.,If it was the first test I would think it would be a lesson learned for the child and a little bit of adversity that he/she would need to overcome.  If the child continues to fail tests despite trying his/her best then I would considering having him/her moved into a lower level math class at school.,"As stated before, I would be a little disappointed at first but I would have faith in my child that he/she could do better on the next test/exam.",2,2,0,5,5,5,2,2,2,college degree,Male,White,31,1,2,0,0,0,0,1842350,343
104,Yes,I commit to carefully reading the material presented in this study.,4,5,3,3,4,6,5,6,6,6,6,4,3,,,,,,I would explain to my child that math is a fluid process and part of learning math is making mistakes. Practice makes perfect.,My child would need more practice.,Determined to help my child practice,0,2,0,5,5,5,3,3,2,post-graduate degree,Female,White,47,3,1,19,24,0,0,3519304,322
105,Yes,I commit to carefully reading the material presented in this study.,2,2,5,5,4,4,4,4,5,5,5,5,6,,,,,,"I would say everyone has trouble with new things sometimes, and it is okay. Just try to study the material more and try to do better next time.",I would think that my child may need a little more help in this area.,I would feel bad for my child and try to help them.,1,2,0,2,2,2,5,5,5,a high school degree,Female,White,33,1,6,,,,,9127355,331
106,Yes,I commit to carefully reading the material presented in this study.,3,5,5,5,5,6,6,6,5,5,5,1,2,,,,,,"I would tell him that it is okay, that he shouldn't feel upset and we will prepare for the material using the questions on the test. I would help explain to him the concepts he felt were confusing. ","I would remember that I had struggled with math as a child as well. And that my father, while being a good deal less patient, would always be there to explain. Of course, it probably helped that he was an electrical engineer. ","I would feel guilty, if I believed that I hadn't adequately helped my son prepare for his math test. If I had spent a significant amount of time helping him to prepare, I might feel concern that he was struggling with certain concepts. I would almost certainly feel sympathy for a child bringing home a failing grade.",1,2,0,6,6,6,6,6,6,college degree,Male,White,27,1,4,,,,,6811781,468
107,Yes,I commit to carefully reading the material presented in this study.,2,1,2,2,4,5,4,6,4,6,3,5,5,,,,,,"I would let them know I am somewhat dissapointed at them, and that net time he/she needs to put forth more effort studying. I would not be too brutal towards them and would do my best to encourage them to work harder for next time. ",I would think my child was being overly confident and it caused them to end up with that grade he/she received. ,I would not feel any specific way. I would accept that at some point my child will fail. It is inevitable and part of growing up. ,0,1,1,5,3,3,1,2,3,college degree,Male,Hispanic,39,2,12,6,,,,4426876,639
108,Yes,I commit to carefully reading the material presented in this study.,1,1,1,6,4,6,5,6,4,5,4,1,3,,,,,,I would review the test with her and decide if I should bring in a tutor. Most likely I would also consult with the teacher to get their recommendation.,I would not jump to conclusions until I had time to talk to my daughter and the teacher.,"I would be concerned, but confident we can correct the situation. ",0,2,1,6,6,6,1,1,1,college degree,Male,White,49,1,13,0,0,0,0,997872,324
